source,target,sentence,document,relationship_type
Vendor 4,Kosovo,"ID/OIOS also finds that the evaluation panel se lected Vendor 4 because it was the only 
bidder that complied with all technical specificati ons as well as the obligatory requirements in 
Section VII of the bid documents such as the 12 mon ths warranty for servicing and repair in 
Kosovo and the five days turnaround time.",16.pdf,contextual
UN Financial Rules,"UNMIK’s Finance 
Administrative","ID/OIOS determined that the procurement exercis e was conducted in accordance with the 
UN Financial Rules and Regulations governing procur ement and with UNMIK’s Finance 
Administrative Instruction 2/1999 on public procure ments using KCB funds. 
 
 
 ",16.pdf,contextual
"UNMIK’s Finance 
Administrative",KCB,"ID/OIOS determined that the procurement exercis e was conducted in accordance with the 
UN Financial Rules and Regulations governing procur ement and with UNMIK’s Finance 
Administrative Instruction 2/1999 on public procure ments using KCB funds. 
 
 
 ",16.pdf,contextual
UNMIK,DRA,"It is recommended that UNMIK take note of ID/OIOS ’ findings and 
conclusions and advise DRA staff members, DRA emplo yee 2 and DRA logistics officer 1 of the 
result of this investigation.  ",16.pdf,contextual
DRA,DRA,"It is recommended that UNMIK take note of ID/OIOS ’ findings and 
conclusions and advise DRA staff members, DRA emplo yee 2 and DRA logistics officer 1 of the 
result of this investigation.  ",16.pdf,contextual
DRA,DRA,"It is recommended that UNMIK take note of ID/OIOS ’ findings and 
conclusions and advise DRA staff members, DRA emplo yee 2 and DRA logistics officer 1 of the 
result of this investigation.  ",16.pdf,contextual
Hebelievesthatthemid-DecemberEUSummitinBrusselswillimpactontheUNConference,positivesignalsandcontinuedleadershipfromtheEU,"Hebelievesthatthemid-DecemberEUSummitinBrusselswillimpactontheUNConference
onClimateChangeinPoznanaswellasthe2009CopenhagenTalks,stressingthatwithout
positivesignalsandcontinuedleadershipfromtheEU,itwouldbedifficultfortheUNtomakea
commitmentinPoznan.BanalsomaintainedthatsincethenewU.S.administrationwillhavea
veryengagingandproactiveattitudeontheissue,thetimeisrightfortheEUandthewhole
worldtocreateconditionsnecessaryforreachingameaningfuldealatthe2009UNClimate
Talks.",114.pdf,contextual
positivesignalsandcontinuedleadershipfromtheEU,"itwouldbedifficultfortheUNtomakea
commitmentinPoznan.BanalsomaintainedthatsincethenewU.S.administrationwillhavea","Hebelievesthatthemid-DecemberEUSummitinBrusselswillimpactontheUNConference
onClimateChangeinPoznanaswellasthe2009CopenhagenTalks,stressingthatwithout
positivesignalsandcontinuedleadershipfromtheEU,itwouldbedifficultfortheUNtomakea
commitmentinPoznan.BanalsomaintainedthatsincethenewU.S.administrationwillhavea
veryengagingandproactiveattitudeontheissue,thetimeisrightfortheEUandthewhole
worldtocreateconditionsnecessaryforreachingameaningfuldealatthe2009UNClimate
Talks.",114.pdf,contextual
UNITED NATIONS,Kosovo,"UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations 
Unies au Kosovo  
 
 
 
DATE: 14KJanuaryK2005K 
 K
REFERENCE: ITF/04/06K
To:  
A: 
 
 Mr.KSørenKJessenAPetersenK
SRSG,KUNMIK  
From: 
",15.pdf,contextual
Kosovo,"Intérimaire des Nations 
Unies","UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations 
Unies au Kosovo  
 
 
 
DATE: 14KJanuaryK2005K 
 K
REFERENCE: ITF/04/06K
To:  
A: 
 
 Mr.KSørenKJessenAPetersenK
SRSG,KUNMIK  
From: 
",15.pdf,contextual
"Intérimaire des Nations 
Unies",Kosovo,"UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations 
Unies au Kosovo  
 
 
 
DATE: 14KJanuaryK2005K 
 K
REFERENCE: ITF/04/06K
To:  
A: 
 
 Mr.KSørenKJessenAPetersenK
SRSG,KUNMIK  
From: 
",15.pdf,contextual
Kosovo,"K 
 K
REFERENCE","UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations 
Unies au Kosovo  
 
 
 
DATE: 14KJanuaryK2005K 
 K
REFERENCE: ITF/04/06K
To:  
A: 
 
 Mr.KSørenKJessenAPetersenK
SRSG,KUNMIK  
From: 
",15.pdf,contextual
"K 
 K
REFERENCE",KSørenKJessenAPetersenK,"UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations 
Unies au Kosovo  
 
 
 
DATE: 14KJanuaryK2005K 
 K
REFERENCE: ITF/04/06K
To:  
A: 
 
 Mr.KSørenKJessenAPetersenK
SRSG,KUNMIK  
From: 
",15.pdf,contextual
"K
K","KwasKprovidedKwithKaKcopyKofKaKletterKdatedK28K
MayK2004,KfromKtheKCargoKManagerKofKanKAirlineKtoKa KStaffKMemberKofKPublicKEnterpriseK","K
K
AllegationK
K
1.K InKJulyK2004,KtheKInvestigationKTaskKForceK(ITF) KwasKprovidedKwithKaKcopyKofKaKletterKdatedK28K
MayK2004,KfromKtheKCargoKManagerKofKanKAirlineKtoKa KStaffKMemberKofKPublicKEnterpriseK
AirportKPristina.",15.pdf,contextual
"KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
","ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time","KInKtheKletter,KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
InvoiceKforKAprilK2004KissuedKbyKtheKCargoKDepartme ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time,KPristinaKAirportKstaffKcouldKnotK
locateKaKrecordKofKthisKinvoiceKinKtheKairport’sKfi nancialKrecords,Kand,Ktherefore,KtheKcommissionK
ofKfraudKonKtheKpartKofKstaffKinKtheKCargoKDepartme ntKwasKsuspected.",15.pdf,contextual
"ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time",KPristinaKAirportKstaffKcouldKnotK,"KInKtheKletter,KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
InvoiceKforKAprilK2004KissuedKbyKtheKCargoKDepartme ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time,KPristinaKAirportKstaffKcouldKnotK
locateKaKrecordKofKthisKinvoiceKinKtheKairport’sKfi nancialKrecords,Kand,Ktherefore,KtheKcommissionK
ofKfraudKonKtheKpartKofKstaffKinKtheKCargoKDepartme ntKwasKsuspected.",15.pdf,contextual
KPristinaKAirportKstaffKcouldKnotK,Kand,"KInKtheKletter,KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
InvoiceKforKAprilK2004KissuedKbyKtheKCargoKDepartme ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time,KPristinaKAirportKstaffKcouldKnotK
locateKaKrecordKofKthisKinvoiceKinKtheKairport’sKfi nancialKrecords,Kand,Ktherefore,KtheKcommissionK
ofKfraudKonKtheKpartKofKstaffKinKtheKCargoKDepartme ntKwasKsuspected.",15.pdf,contextual
Kand,Ktherefore,"KInKtheKletter,KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
InvoiceKforKAprilK2004KissuedKbyKtheKCargoKDepartme ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time,KPristinaKAirportKstaffKcouldKnotK
locateKaKrecordKofKthisKinvoiceKinKtheKairport’sKfi nancialKrecords,Kand,Ktherefore,KtheKcommissionK
ofKfraudKonKtheKpartKofKstaffKinKtheKCargoKDepartme ntKwasKsuspected.",15.pdf,contextual
"K
K
InvestigativeKDetailsK
K
4.K SubsequentKtoKtheKreceiptKofKtheKcomplaint",KITFK,"K
K
InvestigativeKDetailsK
K
4.K SubsequentKtoKtheKreceiptKofKtheKcomplaint,KITFK learnedKfromKtheKAirlineKCargoKDept.",15.pdf,contextual
assertionsKwereKconfirmedKinKcopiesKofKcorrectedKin,irport’sKmailKhandlingKinvoicesKindicateKthatK,"KTheseK
assertionsKwereKconfirmedKinKcopiesKofKcorrectedKin voicesKandKexcerptsKofKtheKelectronicK
financialKrecordsKofKPristinaKAirportKthatKwereKpro videdKtoKITF.K
K
5.K ITFKmadeKtheKgeneralKobservationKthatKPristinaKA irport’sKmailKhandlingKinvoicesKindicateKthatK
theKentireKinvoicedKamountKisKaK“taxKpayment”.",15.pdf,contextual
"K
K
7.K ITF",KbyKthisKmemorandum,"K
K
7.K ITF,KbyKthisKmemorandum,KadvisesKyouKthatKeviden ceKofKfraud,KlossKorKwrongdoingKwasKnotK
identifiedKinKthisKmatterKand,Ktherefore,KthatKnoKf urtherKactionKisKrequired.",15.pdf,contextual
KbyKthisKmemorandum,KadvisesKyouKthatKeviden,"K
K
7.K ITF,KbyKthisKmemorandum,KadvisesKyouKthatKeviden ceKofKfraud,KlossKorKwrongdoingKwasKnotK
identifiedKinKthisKmatterKand,Ktherefore,KthatKnoKf urtherKactionKisKrequired.",15.pdf,contextual
KadvisesKyouKthatKeviden,Ktherefore,"K
K
7.K ITF,KbyKthisKmemorandum,KadvisesKyouKthatKeviden ceKofKfraud,KlossKorKwrongdoingKwasKnotK
identifiedKinKthisKmatterKand,Ktherefore,KthatKnoKf urtherKactionKisKrequired.",15.pdf,contextual
Ktherefore,KthatKnoKf,"K
K
7.K ITF,KbyKthisKmemorandum,KadvisesKyouKthatKeviden ceKofKfraud,KlossKorKwrongdoingKwasKnotK
identifiedKinKthisKmatterKand,Ktherefore,KthatKnoKf urtherKactionKisKrequired.",15.pdf,contextual
"KWolfgangKNikolaus,",KITFKKosovo,"KWolfgangKNikolaus,KITFKKosovo,KatK+381K38K50 4K604K3896KorKMr.",15.pdf,contextual
KID/OIOSK,Vienna,"KMarkKGough,KID/OIOSK
Vienna,KatK+44K1K26060K5406.K
K
K
cc:K Mr.KJamesKWasserstrom,KOPOEK
K",15.pdf,contextual
Vienna,KatK+44K1K26060K5406.K,"KMarkKGough,KID/OIOSK
Vienna,KatK+44K1K26060K5406.K
K
K
cc:K Mr.KJamesKWasserstrom,KOPOEK
K",15.pdf,contextual
KatK+44K1K26060K5406.K,"K
K
cc:K Mr.","KMarkKGough,KID/OIOSK
Vienna,KatK+44K1K26060K5406.K
K
K
cc:K Mr.KJamesKWasserstrom,KOPOEK
K",15.pdf,contextual
"K
K
cc:K Mr.",KJamesKWasserstrom,"KMarkKGough,KID/OIOSK
Vienna,KatK+44K1K26060K5406.K
K
K
cc:K Mr.KJamesKWasserstrom,KOPOEK
K",15.pdf,contextual
KJamesKWasserstrom,"KOPOEK
K","KMarkKGough,KID/OIOSK
Vienna,KatK+44K1K26060K5406.K
K
K
cc:K Mr.KJamesKWasserstrom,KOPOEK
K",15.pdf,contextual
KPaulALachalKRoberts,KMarkKGough,"Mr.KPaulALachalKRoberts,KOLAFK
 Mr.KMarkKGough,KID/OIOSK",15.pdf,contextual
KMarkKGough,KID/OIOSK,"Mr.KPaulALachalKRoberts,KOLAFK
 Mr.KMarkKGough,KID/OIOSK",15.pdf,contextual
UNITED NATIONS,Kosovo,"UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations Unies 
au",14.pdf,contextual
Kosovo,Intérimaire des Nations,"UNITED NATIONS  
United Nations Interim 
Administration Mission  
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations Unies 
au",14.pdf,contextual
Kosovo,"INVESTIGATION TASK FORCE 
 
Investigation into Allegations of Bribery","Kosovo  
 
INVESTIGATION TASK FORCE 
 
Investigation into Allegations of Bribery and Favou ritism in Procurement of Uniforms 
by Pristina Airport 
(ITF Case No. 0462/04) 
 
I. Background and Allegations 
 
1.",14.pdf,contextual
"INVESTIGATION TASK FORCE 
 
Investigation into Allegations of Bribery",Favou,"Kosovo  
 
INVESTIGATION TASK FORCE 
 
Investigation into Allegations of Bribery and Favou ritism in Procurement of Uniforms 
by Pristina Airport 
(ITF Case No. 0462/04) 
 
I. Background and Allegations 
 
1.",14.pdf,contextual
Favou,I. Background,"Kosovo  
 
INVESTIGATION TASK FORCE 
 
Investigation into Allegations of Bribery and Favou ritism in Procurement of Uniforms 
by Pristina Airport 
(ITF Case No. 0462/04) 
 
I. Background and Allegations 
 
1.",14.pdf,contextual
Kosovo Trust Agency,Internal Audit Unit,"A Kosovo Trust Agency (KTA) Internal Audit Unit (IAU) Internal Memorandum dated 4 
October 2004, which described the audit of the proc urement of staff uniforms by Pristina 
Airport, raised concerns as to the reasoning for th e cancellation of a competitive tender 
for summer and winter uniforms (Pristina Airport Re ference No. PEAP/CG/UAS/19/05/04) 
and the subsequent issue of a single source contrac t for summer uniforms for new staff 
(Pristina Airport Reference No. SHKTA/CG/16-04). 
 
",14.pdf,contextual
